State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
South Dakota,Kingsbury,Midwest,79.4,4945.0,12.0,10.0,60.0,13.0,1.9,10.0
South Dakota,Lake,Midwest,79.8,6000.0,9.0,10.0,71.0,11.0,1.9,10.0
South Dakota,Lawrence,Midwest,79.4,6603.0,11.0,12.0,72.0,13.0,1.9,11.0
South Dakota,Lincoln,Midwest,83.8,4503.0,4.0,8.0,80.0,10.0,1.6,7.0
South Dakota,Lyman,Midwest,68.3,20854.0,26.0,17.0,58.0,21.0,2.8,14.0
South Dakota,McCook,Midwest,76.7,6584.0,9.0,9.0,75.0,13.0,1.7,11.0
South Dakota,McPherson,Midwest,81.7,,19.0,12.0,64.0,14.0,2.4,8.0
South Dakota,Marshall,Midwest,79.3,,14.0,10.0,65.0,13.0,2.5,10.0
South Dakota,Meade,Midwest,78.5,7283.0,9.0,10.0,74.0,12.0,2.1,9.0
South Dakota,Mellette,Midwest,61.6,32895.0,33.0,25.0,38.0,26.0,3.2,14.0
South Dakota,Miner,Midwest,77.9,,10.0,12.0,69.0,14.0,1.7,11.0
South Dakota,Minnehaha,Midwest,77.0,7472.0,10.0,10.0,72.0,11.0,1.8,9.0
South Dakota,Moody,Midwest,75.8,9921.0,11.0,11.0,68.0,14.0,2.0,12.0
South Dakota,Oglala Lakota,Midwest,56.9,40417.0,41.0,29.0,29.0,35.0,5.8,14.0
South Dakota,Pennington,Midwest,76.1,10606.0,16.0,12.0,71.0,14.0,1.9,11.0
South Dakota,Perkins,Midwest,78.7,,18.0,11.0,69.0,11.0,2.0,12.0
South Dakota,Potter,Midwest,80.7,,11.0,9.0,67.0,13.0,2.4,8.0
South Dakota,Roberts,Midwest,72.2,15878.0,20.0,14.0,62.0,20.0,3.1,15.0
South Dakota,Sanborn,Midwest,77.4,,13.0,10.0,59.0,14.0,1.8,11.0
South Dakota,Spink,Midwest,77.2,8813.0,13.0,11.0,63.0,14.0,2.2,11.0
South Dakota,Stanley,Midwest,78.6,,9.0,8.0,59.0,13.0,1.8,10.0
South Dakota,Todd,Midwest,58.7,34850.0,38.0,27.0,42.0,33.0,3.4,13.0
South Dakota,Tripp,Midwest,74.5,13290.0,21.0,14.0,54.0,19.0,1.6,16.0
South Dakota,Turner,Midwest,78.0,6883.0,8.0,10.0,64.0,14.0,1.9,10.0
South Dakota,Union,Midwest,80.8,4783.0,6.0,10.0,75.0,12.0,2.1,7.0
South Dakota,Walworth,Midwest,76.9,9035.0,19.0,12.0,70.0,15.0,3.2,12.0
South Dakota,Yankton,Midwest,79.2,6346.0,12.0,10.0,66.0,13.0,1.8,10.0
South Dakota,Ziebach,Midwest,65.8,25118.0,56.0,23.0,41.0,28.0,4.4,12.0
Tennessee,Anderson,South,72.6,12679.0,18.0,17.0,64.0,18.0,3.2,11.0
Tennessee,Bedford,South,72.8,11720.0,19.0,14.0,48.0,22.0,3.3,13.0
Tennessee,Benton,South,70.5,14781.0,27.0,19.0,48.0,23.0,4.1,13.0
Tennessee,Bledsoe,South,76.3,9902.0,28.0,21.0,24.0,27.0,5.3,16.0
Tennessee,Blount,South,74.8,10637.0,13.0,13.0,58.0,18.0,3.0,11.0
Tennessee,Bradley,South,73.7,10765.0,19.0,16.0,61.0,20.0,3.5,11.0
Tennessee,Campbell,South,68.6,18369.0,26.0,20.0,43.0,24.0,4.1,12.0
Tennessee,Cannon,South,71.3,15228.0,22.0,16.0,52.0,22.0,2.9,13.0
Tennessee,Carroll,South,70.6,14102.0,22.0,16.0,56.0,25.0,4.1,10.0
Tennessee,Carter,South,72.7,12616.0,23.0,18.0,58.0,24.0,3.7,13.0
Tennessee,Cheatham,South,72.3,12437.0,12.0,13.0,61.0,17.0,2.6,12.0
Tennessee,Chester,South,72.8,11996.0,21.0,14.0,58.0,24.0,3.1,11.0
Tennessee,Claiborne,South,71.1,14193.0,27.0,19.0,54.0,23.0,3.9,12.0
Tennessee,Clay,South,71.9,13083.0,30.0,20.0,41.0,25.0,4.4,13.0
Tennessee,Cocke,South,68.0,18377.0,29.0,20.0,39.0,26.0,4.5,13.0
Tennessee,Coffee,South,71.8,12880.0,19.0,17.0,50.0,24.0,3.4,11.0
Tennessee,Crockett,South,71.7,12899.0,21.0,15.0,50.0,24.0,3.3,13.0
Tennessee,Cumberland,South,73.4,12953.0,24.0,16.0,42.0,21.0,4.2,13.0
Tennessee,Davidson,South,75.1,10529.0,17.0,13.0,75.0,20.0,2.7,13.0
Tennessee,Decatur,South,70.7,14620.0,24.0,17.0,48.0,24.0,4.5,12.0
Tennessee,DeKalb,South,71.7,13348.0,22.0,19.0,45.0,27.0,4.1,14.0
Tennessee,Dickson,South,73.1,11706.0,14.0,14.0,59.0,20.0,2.7,11.0
Tennessee,Dyer,South,69.9,14992.0,24.0,16.0,53.0,24.0,3.5,11.0
Tennessee,Fayette,South,75.2,11140.0,19.0,12.0,63.0,18.0,3.6,10.0
Tennessee,Fentress,South,70.1,15614.0,27.0,19.0,53.0,26.0,3.8,13.0
Tennessee,Franklin,South,73.8,10893.0,19.0,16.0,50.0,23.0,3.5,10.0
Tennessee,Gibson,South,70.3,13993.0,19.0,15.0,54.0,23.0,3.5,12.0
Tennessee,Giles,South,71.6,13405.0,22.0,14.0,51.0,22.0,3.3,11.0
Tennessee,Grainger,South,71.3,14203.0,22.0,18.0,50.0,26.0,3.7,12.0
Tennessee,Greene,South,72.0,12932.0,20.0,17.0,48.0,23.0,4.2,12.0
Tennessee,Grundy,South,69.7,16198.0,27.0,19.0,41.0,23.0,4.5,14.0
Tennessee,Hamblen,South,71.1,13647.0,22.0,17.0,51.0,22.0,3.6,13.0
Tennessee,Hamilton,South,75.6,10011.0,19.0,13.0,73.0,18.0,3.2,11.0
Tennessee,Hancock,South,70.8,15408.0,36.0,24.0,48.0,30.0,4.4,11.0
Tennessee,Hardeman,South,70.3,15497.0,30.0,15.0,38.0,26.0,4.4,10.0
Tennessee,Hardin,South,70.8,15010.0,24.0,18.0,49.0,21.0,4.0,13.0
Tennessee,Hawkins,South,71.5,13677.0,22.0,18.0,55.0,21.0,3.9,11.0
Tennessee,Haywood,South,70.5,16656.0,29.0,17.0,46.0,29.0,4.4,12.0
Tennessee,Henderson,South,71.7,12842.0,18.0,17.0,40.0,24.0,3.7,12.0
Tennessee,Henry,South,72.2,12808.0,26.0,18.0,46.0,24.0,3.8,12.0
Tennessee,Hickman,South,69.9,15711.0,22.0,16.0,48.0,22.0,2.8,13.0
Tennessee,Houston,South,70.9,14336.0,23.0,16.0,46.0,22.0,4.6,13.0
Tennessee,Humphreys,South,71.5,13926.0,20.0,15.0,52.0,24.0,3.3,13.0
Tennessee,Jackson,South,71.9,13795.0,27.0,19.0,41.0,25.0,4.1,14.0
Tennessee,Jefferson,South,72.9,12482.0,18.0,15.0,55.0,19.0,3.5,12.0
Tennessee,Johnson,South,72.3,13388.0,28.0,19.0,31.0,23.0,3.2,13.0
Tennessee,Knox,South,74.2,11096.0,16.0,13.0,72.0,17.0,2.8,10.0
Tennessee,Lake,South,70.3,13425.0,45.0,23.0,28.0,29.0,4.3,14.0
Tennessee,Lauderdale,South,70.7,14551.0,37.0,17.0,37.0,28.0,5.1,12.0
Tennessee,Lawrence,South,71.8,12411.0,20.0,16.0,52.0,23.0,3.5,13.0
Tennessee,Lewis,South,71.5,13691.0,21.0,18.0,55.0,26.0,3.3,14.0
Tennessee,Lincoln,South,72.2,13045.0,19.0,14.0,45.0,19.0,3.2,11.0
Tennessee,Loudon,South,75.4,10983.0,16.0,14.0,54.0,20.0,3.3,11.0
Tennessee,McMinn,South,71.3,14154.0,20.0,16.0,53.0,20.0,4.2,12.0
Tennessee,McNairy,South,70.3,14361.0,21.0,16.0,47.0,24.0,4.7,13.0
Tennessee,Macon,South,71.5,12856.0,22.0,17.0,34.0,23.0,3.1,14.0
Tennessee,Madison,South,73.2,12327.0,28.0,15.0,58.0,22.0,3.3,11.0
Tennessee,Marion,South,72.0,13069.0,22.0,17.0,53.0,22.0,3.9,12.0
Tennessee,Marshall,South,73.6,10469.0,15.0,15.0,55.0,23.0,3.2,11.0
Tennessee,Maury,South,75.1,9706.0,14.0,12.0,64.0,18.0,2.8,10.0
Tennessee,Meigs,South,69.1,17657.0,23.0,17.0,40.0,19.0,5.0,11.0
Tennessee,Monroe,South,70.8,15494.0,21.0,17.0,46.0,24.0,3.6,12.0
Tennessee,Montgomery,South,74.0,10082.0,16.0,13.0,70.0,20.0,3.7,9.0
Tennessee,Moore,South,77.7,7298.0,13.0,12.0,54.0,20.0,2.5,10.0
Tennessee,Morgan,South,71.9,13305.0,20.0,19.0,40.0,25.0,4.0,12.0
Tennessee,Obion,South,71.9,12716.0,27.0,17.0,51.0,23.0,3.8,13.0
Tennessee,Overton,South,71.8,12599.0,19.0,17.0,41.0,23.0,3.5,12.0
Tennessee,Perry,South,73.2,11958.0,26.0,17.0,45.0,24.0,5.2,14.0
Tennessee,Pickett,South,75.4,9469.0,25.0,20.0,50.0,26.0,4.1,17.0
Tennessee,Polk,South,70.7,14384.0,20.0,16.0,51.0,22.0,3.9,13.0
Tennessee,Putnam,South,73.4,10996.0,19.0,16.0,61.0,20.0,3.5,11.0
Tennessee,Rhea,South,71.4,13334.0,21.0,17.0,42.0,25.0,4.5,13.0
Tennessee,Roane,South,72.6,13431.0,17.0,15.0,51.0,19.0,3.6,9.0
Tennessee,Robertson,South,72.7,11572.0,14.0,12.0,56.0,20.0,2.7,12.0
Tennessee,Rutherford,South,76.0,8620.0,12.0,12.0,69.0,20.0,2.6,10.0
Tennessee,Scott,South,71.4,13103.0,25.0,23.0,40.0,25.0,4.8,13.0
Tennessee,Sequatchie,South,75.2,11115.0,22.0,19.0,43.0,26.0,3.9,15.0
Tennessee,Sevier,South,73.7,11507.0,18.0,15.0,55.0,20.0,3.0,15.0
Tennessee,Shelby,South,71.8,14564.0,28.0,13.0,64.0,22.0,4.3,11.0
Tennessee,Smith,South,72.0,12786.0,17.0,16.0,52.0,20.0,3.0,12.0
Tennessee,Stewart,South,72.9,12355.0,18.0,15.0,51.0,20.0,3.6,12.0
Tennessee,Sullivan,South,72.7,12612.0,19.0,16.0,63.0,19.0,3.5,11.0
Tennessee,Sumner,South,75.6,9307.0,12.0,12.0,67.0,17.0,2.6,10.0
Tennessee,Tipton,South,72.3,12118.0,25.0,13.0,60.0,21.0,3.8,10.0
Tennessee,Trousdale,South,72.0,12221.0,17.0,13.0,34.0,22.0,3.1,9.0
Tennessee,Unicoi,South,71.2,13765.0,22.0,18.0,59.0,26.0,4.2,11.0
Tennessee,Union,South,69.8,16951.0,23.0,17.0,45.0,22.0,3.8,13.0
Tennessee,Van Buren,South,70.4,15544.0,24.0,19.0,43.0,24.0,4.5,11.0
Tennessee,Warren,South,72.5,11917.0,23.0,17.0,41.0,27.0,4.1,15.0
Tennessee,Washington,South,73.9,10757.0,18.0,16.0,70.0,21.0,3.3,12.0
Tennessee,Wayne,South,73.7,10259.0,24.0,18.0,50.0,26.0,4.0,11.0
Tennessee,Weakley,South,72.8,11927.0,21.0,17.0,56.0,21.0,3.6,12.0
Tennessee,White,South,71.6,13272.0,20.0,16.0,52.0,24.0,3.5,14.0
Tennessee,Williamson,South,81.5,4407.0,5.0,9.0,86.0,12.0,2.5,6.0
Tennessee,Wilson,South,76.1,8720.0,8.0,12.0,72.0,17.0,2.7,9.0
Texas,Anderson,South,72.0,11854.0,25.0,17.0,46.0,22.0,3.5,18.0
Texas,Andrews,South,74.6,9227.0,13.0,16.0,45.0,25.0,3.0,23.0
Texas,Angelina,South,72.6,12483.0,25.0,19.0,54.0,25.0,4.4,20.0
Texas,Aransas,South,73.3,12795.0,28.0,19.0,52.0,24.0,4.9,21.0
Texas,Archer,South,77.7,8958.0,13.0,16.0,64.0,18.0,3.5,17.0
Texas,Armstrong,South,69.7,,15.0,12.0,51.0,18.0,3.3,12.0
Texas,Atascosa,South,74.0,10228.0,23.0,16.0,46.0,25.0,3.8,20.0
Texas,Austin,South,76.5,9126.0,18.0,15.0,53.0,21.0,3.7,19.0
Texas,Bailey,South,74.5,11523.0,23.0,16.0,29.0,23.0,4.7,27.0
Texas,Bandera,South,76.9,9278.0,19.0,17.0,57.0,18.0,3.5,19.0
Texas,Bastrop,South,76.7,8981.0,16.0,15.0,51.0,21.0,3.4,21.0
Texas,Baylor,South,70.1,15002.0,23.0,18.0,45.0,18.0,2.5,17.0
Texas,Bee,South,73.1,11511.0,28.0,20.0,40.0,28.0,5.1,16.0
Texas,Bell,South,75.5,9433.0,16.0,17.0,67.0,20.0,4.5,16.0
Texas,Bexar,South,76.1,8758.0,19.0,17.0,65.0,24.0,3.7,18.0
Texas,Blanco,South,78.0,8451.0,13.0,15.0,62.0,19.0,2.8,18.0
Texas,Bosque,South,73.6,12030.0,19.0,17.0,57.0,23.0,3.5,20.0
Texas,Bowie,South,72.3,12278.0,20.0,17.0,51.0,22.0,4.2,16.0
Texas,Brazoria,South,76.9,7616.0,12.0,13.0,67.0,19.0,4.4,15.0
Texas,Brazos,South,79.0,6298.0,19.0,17.0,71.0,21.0,3.1,16.0
Texas,Brewster,South,79.7,8718.0,20.0,18.0,80.0,18.0,3.2,23.0
Texas,Brooks,South,70.3,15029.0,45.0,26.0,36.0,34.0,5.5,18.0
Texas,Brown,South,72.3,11762.0,22.0,18.0,55.0,21.0,4.3,18.0
Texas,Burleson,South,74.6,10434.0,21.0,15.0,57.0,22.0,3.6,21.0
Texas,Burnet,South,76.9,8879.0,14.0,14.0,51.0,20.0,3.1,20.0
Texas,Caldwell,South,75.7,9139.0,19.0,17.0,43.0,25.0,3.5,23.0
Texas,Calhoun,South,75.6,9452.0,22.0,16.0,51.0,20.0,3.3,17.0
Texas,Callahan,South,73.5,11448.0,18.0,16.0,58.0,19.0,3.6,18.0
Texas,Cameron,South,76.3,9065.0,34.0,22.0,54.0,37.0,5.4,25.0
Texas,Camp,South,70.7,14544.0,26.0,19.0,52.0,24.0,4.4,20.0
Texas,Carson,South,72.1,12962.0,13.0,13.0,73.0,16.0,3.0,15.0
Texas,Cass,South,70.7,14420.0,23.0,19.0,50.0,23.0,4.7,18.0
Texas,Castro,South,75.4,10360.0,22.0,15.0,51.0,25.0,3.1,25.0
Texas,Chambers,South,76.2,8173.0,10.0,16.0,70.0,19.0,5.4,14.0
Texas,Cherokee,South,73.1,11652.0,28.0,17.0,46.0,25.0,4.4,20.0
Texas,Childress,South,73.6,9806.0,24.0,16.0,44.0,24.0,2.8,18.0
Texas,Clay,South,75.7,9703.0,17.0,16.0,57.0,17.0,3.7,16.0
Texas,Cochran,South,71.4,14047.0,34.0,23.0,36.0,34.0,4.0,23.0
Texas,Coke,South,74.0,,19.0,19.0,49.0,24.0,3.3,18.0
Texas,Coleman,South,70.5,13602.0,27.0,19.0,44.0,21.0,4.6,22.0
Texas,Collin,South,81.3,4576.0,7.0,12.0,82.0,12.0,3.5,11.0
Texas,Collingsworth,South,71.2,,32.0,19.0,46.0,25.0,3.6,26.0
Texas,Colorado,South,74.0,11859.0,22.0,13.0,54.0,22.0,3.5,23.0
Texas,Comal,South,78.3,6848.0,9.0,14.0,74.0,16.0,3.6,13.0
Texas,Comanche,South,74.8,9700.0,27.0,17.0,51.0,23.0,3.6,22.0
Texas,Concho,South,84.2,,27.0,18.0,38.0,28.0,3.1,17.0
Texas,Cooke,South,76.6,8596.0,19.0,16.0,54.0,19.0,3.3,18.0
Texas,Coryell,South,75.3,8665.0,16.0,17.0,63.0,22.0,4.5,15.0
Texas,Crane,South,73.5,11492.0,16.0,12.0,28.0,26.0,4.5,23.0
Texas,Crockett,South,71.2,13152.0,21.0,15.0,51.0,25.0,3.3,27.0
Texas,Crosby,South,69.3,16653.0,33.0,22.0,40.0,27.0,4.2,22.0
Texas,Culberson,South,73.1,,34.0,21.0,48.0,30.0,3.2,23.0
Texas,Dallam,South,70.4,15212.0,16.0,14.0,39.0,25.0,2.6,28.0
Texas,Dallas,South,76.7,8431.0,20.0,16.0,63.0,21.0,3.8,24.0
Texas,Dawson,South,70.7,12751.0,26.0,21.0,44.0,30.0,4.2,22.0
Texas,Deaf Smith,South,74.2,9743.0,22.0,17.0,26.0,35.0,3.1,23.0
Texas,Delta,South,72.0,13605.0,23.0,16.0,61.0,18.0,4.5,14.0
Texas,Denton,South,80.7,5062.0,6.0,13.0,78.0,14.0,3.5,12.0
Texas,DeWitt,South,74.6,10221.0,24.0,18.0,46.0,23.0,3.3,19.0
Texas,Dickens,South,73.3,,28.0,18.0,38.0,23.0,5.1,19.0
Texas,Dimmit,South,71.0,14362.0,36.0,29.0,41.0,40.0,3.2,19.0
Texas,Donley,South,73.3,10599.0,26.0,15.0,60.0,21.0,3.9,21.0
Texas,Duval,South,70.3,15818.0,43.0,21.0,40.0,33.0,4.4,18.0
Texas,Eastland,South,72.0,12165.0,24.0,19.0,59.0,22.0,4.6,20.0
Texas,Ector,South,71.5,12481.0,14.0,17.0,53.0,26.0,3.3,22.0
Texas,Ellis,South,76.8,7453.0,9.0,13.0,63.0,19.0,3.7,17.0
Texas,El Paso,South,76.5,8160.0,24.0,19.0,66.0,28.0,4.4,23.0
Texas,Erath,South,76.7,7986.0,18.0,17.0,62.0,21.0,3.5,21.0
Texas,Falls,South,73.9,12250.0,25.0,17.0,59.0,26.0,4.1,18.0
Texas,Fannin,South,73.3,10352.0,19.0,16.0,49.0,21.0,3.4,17.0
Texas,Fayette,South,76.4,9257.0,13.0,15.0,58.0,18.0,3.4,19.0
Texas,Fisher,South,71.6,13850.0,21.0,16.0,62.0,22.0,3.3,16.0
Texas,Floyd,South,72.9,10824.0,32.0,19.0,53.0,30.0,4.3,25.0
Texas,Fort Bend,South,81.0,5310.0,10.0,11.0,77.0,16.0,4.0,12.0
Texas,Franklin,South,74.5,11460.0,21.0,15.0,62.0,15.0,3.8,15.0
Texas,Freestone,South,74.4,10438.0,21.0,17.0,53.0,23.0,5.1,19.0
Texas,Frio,South,72.4,12091.0,36.0,20.0,24.0,32.0,3.3,22.0
Texas,Gaines,South,73.8,10585.0,19.0,16.0,25.0,24.0,2.9,32.0
Texas,Galveston,South,76.1,8976.0,15.0,15.0,69.0,18.0,4.3,16.0
Texas,Garza,South,73.5,9498.0,27.0,18.0,28.0,28.0,3.4,22.0
Texas,Gillespie,South,78.7,7604.0,13.0,15.0,57.0,18.0,2.6,25.0
Texas,Goliad,South,77.8,9032.0,22.0,16.0,55.0,21.0,3.7,16.0
Texas,Gonzales,South,74.2,10412.0,25.0,17.0,36.0,26.0,3.4,23.0
Texas,Gray,South,72.3,11272.0,22.0,18.0,47.0,25.0,4.1,22.0
Texas,Grayson,South,74.4,9794.0,15.0,16.0,56.0,21.0,3.7,19.0
Texas,Gregg,South,72.1,12456.0,23.0,17.0,58.0,22.0,4.2,20.0
Texas,Grimes,South,74.9,9963.0,21.0,16.0,57.0,23.0,4.4,20.0
Texas,Guadalupe,South,78.2,7111.0,11.0,14.0,62.0,19.0,3.4,14.0
Texas,Hale,South,72.6,11327.0,29.0,19.0,46.0,29.0,4.9,22.0
Texas,Hall,South,74.2,10246.0,37.0,19.0,54.0,24.0,4.3,25.0
Texas,Hamilton,South,74.3,11511.0,22.0,18.0,43.0,21.0,3.4,22.0
Texas,Hansford,South,76.5,6540.0,13.0,14.0,68.0,21.0,2.6,27.0
Texas,Hardeman,South,73.8,10561.0,25.0,17.0,44.0,22.0,4.8,20.0
Texas,Hardin,South,73.7,11242.0,15.0,17.0,60.0,19.0,4.9,17.0
Texas,Harris,South,77.3,8157.0,22.0,16.0,64.0,25.0,4.3,22.0
Texas,Harrison,South,74.5,10533.0,23.0,17.0,60.0,21.0,4.7,17.0
Texas,Hartley,South,77.9,7480.0,8.0,12.0,41.0,18.0,2.1,17.0
Texas,Haskell,South,74.1,10595.0,29.0,19.0,49.0,25.0,3.8,24.0
Texas,Hays,South,79.4,5755.0,9.0,15.0,71.0,19.0,3.3,14.0
Texas,Hemphill,South,80.6,,13.0,15.0,62.0,20.0,3.5,21.0
Texas,Henderson,South,72.0,13194.0,24.0,17.0,52.0,22.0,4.1,22.0
Texas,Hidalgo,South,77.3,8263.0,37.0,23.0,52.0,37.0,6.1,30.0
Texas,Hill,South,72.6,12166.0,19.0,17.0,54.0,22.0,4.0,20.0
Texas,Hockley,South,71.0,13651.0,20.0,17.0,54.0,24.0,3.6,22.0
Texas,Hood,South,76.0,9472.0,12.0,14.0,63.0,15.0,3.7,17.0
Texas,Hopkins,South,74.0,10186.0,19.0,16.0,53.0,21.0,3.5,20.0
Texas,Houston,South,72.5,12868.0,28.0,18.0,45.0,24.0,3.2,20.0
Texas,Howard,South,71.6,11672.0,22.0,18.0,47.0,24.0,4.3,20.0
Texas,Hudspeth,South,74.3,9663.0,41.0,25.0,26.0,39.0,3.8,26.0
Texas,Hunt,South,74.1,10489.0,17.0,16.0,56.0,21.0,4.1,19.0
Texas,Hutchinson,South,71.0,13452.0,17.0,16.0,56.0,19.0,4.3,16.0
Texas,Jack,South,75.0,9316.0,17.0,17.0,46.0,21.0,3.6,22.0
Texas,Jackson,South,76.3,9120.0,19.0,16.0,47.0,24.0,3.3,20.0
Texas,Jasper,South,71.0,14265.0,24.0,20.0,42.0,25.0,6.3,20.0
Texas,Jeff Davis,South,79.7,,23.0,20.0,69.0,24.0,3.2,22.0
Texas,Jefferson,South,73.4,11735.0,24.0,18.0,54.0,24.0,6.3,20.0
Texas,Jim Hogg,South,72.5,12253.0,37.0,23.0,39.0,34.0,4.7,21.0
Texas,Jim Wells,South,71.2,14382.0,30.0,22.0,47.0,29.0,5.2,19.0
Texas,Johnson,South,75.4,8336.0,13.0,15.0,56.0,22.0,3.6,18.0
Texas,Jones,South,73.6,11128.0,22.0,17.0,38.0,26.0,4.6,18.0
Texas,Karnes,South,74.1,9310.0,27.0,18.0,40.0,27.0,3.1,18.0
Texas,Kaufman,South,74.7,8809.0,13.0,13.0,62.0,21.0,4.1,17.0
Texas,Kendall,South,79.8,5626.0,9.0,13.0,77.0,15.0,3.3,15.0
Texas,Kerr,South,76.5,9189.0,19.0,17.0,57.0,21.0,3.5,19.0
Texas,Kimble,South,78.6,8618.0,35.0,17.0,49.0,23.0,3.4,22.0
Texas,Kinney,South,76.7,9451.0,26.0,22.0,30.0,25.0,4.6,13.0
Texas,Kleberg,South,73.4,10643.0,29.0,23.0,61.0,27.0,4.6,19.0
Texas,Knox,South,71.0,13276.0,32.0,17.0,59.0,23.0,3.5,21.0
Texas,Lamar,South,72.4,12236.0,29.0,18.0,58.0,22.0,4.3,18.0
Texas,Lamb,South,72.2,12062.0,25.0,19.0,46.0,28.0,4.1,23.0
Texas,Lampasas,South,74.8,10121.0,17.0,16.0,57.0,21.0,3.8,18.0
Texas,La Salle,South,73.2,10565.0,32.0,20.0,17.0,35.0,2.6,22.0
Texas,Lavaca,South,77.3,7894.0,16.0,15.0,51.0,21.0,3.3,15.0
Texas,Lee,South,76.3,8759.0,16.0,15.0,37.0,23.0,3.2,20.0
Texas,Leon,South,73.3,12444.0,21.0,19.0,53.0,24.0,4.7,22.0
Texas,Liberty,South,72.8,11242.0,20.0,18.0,42.0,28.0,5.5,23.0
Texas,Limestone,South,72.6,11929.0,26.0,19.0,54.0,27.0,4.2,20.0
Texas,Lipscomb,South,76.2,,17.0,16.0,57.0,23.0,3.2,22.0
Texas,Live Oak,South,76.5,9514.0,24.0,19.0,51.0,25.0,3.8,21.0
Texas,Llano,South,76.2,11148.0,21.0,17.0,52.0,18.0,3.6,20.0
Texas,Lubbock,South,73.4,10786.0,20.0,17.0,67.0,21.0,3.3,16.0
Texas,Lynn,South,71.9,13311.0,21.0,19.0,64.0,28.0,3.3,17.0
Texas,McCulloch,South,71.1,13691.0,28.0,19.0,44.0,24.0,4.1,22.0
Texas,McLennan,South,75.3,9298.0,20.0,17.0,64.0,23.0,3.7,19.0
Texas,Madison,South,72.9,12165.0,23.0,16.0,43.0,24.0,4.6,24.0
Texas,Marion,South,71.1,14249.0,33.0,18.0,54.0,22.0,4.8,17.0
Texas,Martin,South,71.5,13681.0,16.0,18.0,37.0,24.0,2.7,21.0
Texas,Mason,South,75.3,11919.0,21.0,14.0,74.0,19.0,3.5,24.0
Texas,Matagorda,South,73.6,11456.0,26.0,21.0,55.0,28.0,5.4,22.0
Texas,Maverick,South,72.7,10667.0,29.0,22.0,52.0,36.0,7.5,26.0
Texas,Medina,South,76.7,8770.0,18.0,16.0,54.0,22.0,3.8,17.0
Texas,Menard,South,74.8,,34.0,23.0,67.0,22.0,3.7,26.0
Texas,Midland,South,75.6,9304.0,14.0,15.0,66.0,19.0,2.5,19.0
Texas,Milam,South,74.7,10214.0,23.0,17.0,46.0,21.0,4.2,19.0
Texas,Mills,South,75.4,9187.0,22.0,15.0,47.0,19.0,3.9,22.0
Texas,Mitchell,South,73.3,11322.0,23.0,17.0,48.0,27.0,4.0,17.0
Texas,Montague,South,71.7,13687.0,18.0,17.0,49.0,19.0,3.5,21.0
Texas,Montgomery,South,78.2,6837.0,14.0,14.0,68.0,20.0,3.9,15.0
Texas,Moore,South,74.8,10115.0,21.0,16.0,41.0,30.0,2.7,26.0
Texas,Morris,South,71.3,13733.0,31.0,18.0,55.0,23.0,5.9,17.0
Texas,Nacogdoches,South,73.5,11089.0,25.0,19.0,59.0,22.0,4.3,19.0
Texas,Navarro,South,73.8,11374.0,22.0,18.0,53.0,24.0,4.0,19.0
Texas,Newton,South,71.8,14450.0,27.0,20.0,42.0,28.0,7.1,20.0
Texas,Nolan,South,73.5,10043.0,28.0,19.0,47.0,27.0,3.5,19.0
Texas,Nueces,South,74.6,10927.0,25.0,19.0,59.0,28.0,4.2,19.0
Texas,Ochiltree,South,73.9,10610.0,15.0,17.0,45.0,25.0,3.3,28.0
Texas,Oldham,South,76.4,,27.0,17.0,73.0,20.0,3.0,16.0
Texas,Orange,South,71.9,12675.0,19.0,17.0,57.0,20.0,5.4,15.0
Texas,Palo Pinto,South,73.2,11397.0,26.0,18.0,50.0,21.0,3.7,21.0
Texas,Panola,South,71.2,13705.0,19.0,16.0,59.0,22.0,4.5,18.0
Texas,Parker,South,76.9,7329.0,9.0,14.0,67.0,16.0,3.3,16.0
Texas,Parmer,South,75.7,8397.0,17.0,14.0,46.0,27.0,2.6,24.0
Texas,Pecos,South,72.5,12159.0,24.0,19.0,41.0,27.0,3.6,22.0
Texas,Polk,South,70.1,13398.0,30.0,20.0,41.0,23.0,5.4,19.0
Texas,Potter,South,70.8,13394.0,23.0,19.0,48.0,29.0,3.1,23.0
Texas,Presidio,South,81.3,7193.0,35.0,28.0,48.0,38.0,6.3,34.0
Texas,Rains,South,75.3,9817.0,21.0,17.0,62.0,19.0,3.5,22.0
Texas,Randall,South,76.3,8070.0,11.0,14.0,72.0,17.0,2.9,13.0
Texas,Reagan,South,73.9,8046.0,14.0,13.0,38.0,23.0,3.6,21.0
Texas,Real,South,71.2,,34.0,23.0,29.0,26.0,5.1,21.0
Texas,Red River,South,68.2,19571.0,27.0,19.0,54.0,23.0,4.8,19.0
Texas,Reeves,South,73.6,10008.0,24.0,18.0,38.0,32.0,3.1,22.0
Texas,Refugio,South,73.4,11423.0,26.0,19.0,45.0,24.0,3.9,19.0
Texas,Robertson,South,74.2,10658.0,25.0,16.0,47.0,21.0,3.6,17.0
Texas,Rockwall,South,79.1,5798.0,7.0,11.0,77.0,15.0,3.6,11.0
Texas,Runnels,South,72.8,10984.0,23.0,17.0,51.0,22.0,3.9,21.0
Texas,Rusk,South,73.6,10561.0,17.0,16.0,51.0,21.0,4.1,19.0
