State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
Florida,Brevard,South,75.8,10703.0,15.0,12.0,70.0,15.0,3.0,11.0
Florida,Broward,South,79.3,7598.0,16.0,11.0,68.0,20.0,2.9,15.0
Florida,Calhoun,South,72.7,10924.0,27.0,17.0,36.0,22.0,3.3,15.0
Florida,Charlotte,South,78.8,9589.0,14.0,14.0,59.0,16.0,3.5,14.0
Florida,Citrus,South,72.5,14552.0,21.0,16.0,48.0,16.0,4.5,13.0
Florida,Clay,South,75.4,9534.0,11.0,11.0,68.0,16.0,2.9,10.0
Florida,Collier,South,84.0,6600.0,16.0,12.0,56.0,17.0,2.9,19.0
Florida,Columbia,South,72.4,12795.0,22.0,15.0,49.0,22.0,3.4,14.0
Florida,DeSoto,South,76.6,11835.0,26.0,19.0,36.0,27.0,3.6,23.0
Florida,Dixie,South,73.3,12583.0,33.0,16.0,32.0,25.0,3.6,15.0
Florida,Duval,South,74.3,11402.0,19.0,13.0,66.0,19.0,3.1,12.0
Florida,Escambia,South,72.7,12586.0,21.0,14.0,65.0,19.0,3.1,12.0
Florida,Flagler,South,77.9,8876.0,15.0,12.0,62.0,16.0,3.7,11.0
Florida,Franklin,South,75.1,10085.0,27.0,17.0,36.0,21.0,2.9,20.0
Florida,Gadsden,South,72.9,12920.0,30.0,15.0,45.0,23.0,3.9,16.0
Florida,Gilchrist,South,74.9,10657.0,19.0,14.0,45.0,20.0,3.3,14.0
Florida,Glades,South,80.0,11002.0,23.0,17.0,36.0,27.0,3.8,25.0
Florida,Gulf,South,74.3,10296.0,22.0,14.0,43.0,19.0,2.7,14.0
Florida,Hamilton,South,71.5,14094.0,32.0,17.0,28.0,26.0,4.3,15.0
Florida,Hardee,South,74.0,11769.0,24.0,20.0,35.0,28.0,4.1,18.0
Florida,Hendry,South,74.9,10573.0,26.0,17.0,39.0,28.0,4.8,24.0
Florida,Hernando,South,74.4,11322.0,16.0,14.0,62.0,19.0,3.8,14.0
Florida,Highlands,South,75.0,12966.0,27.0,16.0,52.0,21.0,4.3,19.0
Florida,Hillsborough,South,77.5,8049.0,15.0,13.0,68.0,17.0,2.9,13.0
Florida,Holmes,South,71.1,13511.0,27.0,16.0,40.0,22.0,3.2,15.0
Florida,Indian River,South,78.3,9380.0,17.0,13.0,63.0,17.0,3.5,14.0
Florida,Jackson,South,71.9,13579.0,27.0,15.0,40.0,24.0,3.4,12.0
Florida,Jefferson,South,75.3,10233.0,43.0,14.0,48.0,20.0,3.2,15.0
Florida,Lafayette,South,73.3,11326.0,26.0,16.0,28.0,26.0,3.3,18.0
Florida,Lake,South,77.4,9159.0,13.0,12.0,61.0,18.0,3.1,13.0
Florida,Lee,South,80.6,8494.0,17.0,13.0,57.0,16.0,3.2,17.0
Florida,Leon,South,77.1,8452.0,19.0,13.0,77.0,17.0,3.1,11.0
Florida,Levy,South,74.4,10862.0,25.0,15.0,43.0,20.0,3.5,17.0
Florida,Liberty,South,74.3,10119.0,26.0,17.0,32.0,24.0,3.3,16.0
Florida,Madison,South,72.4,11824.0,28.0,15.0,42.0,28.0,3.3,16.0
Florida,Manatee,South,79.8,8820.0,13.0,12.0,63.0,18.0,3.0,16.0
Florida,Marion,South,74.0,12581.0,25.0,14.0,54.0,20.0,3.6,16.0
Florida,Martin,South,80.4,7340.0,17.0,12.0,64.0,15.0,2.9,14.0
Florida,Miami-Dade,South,79.7,6314.0,17.0,14.0,64.0,22.0,1.8,16.0
Florida,Monroe,South,80.8,7731.0,14.0,12.0,63.0,16.0,1.9,15.0
Florida,Nassau,South,76.4,9847.0,13.0,12.0,65.0,14.0,2.8,9.0
Florida,Okaloosa,South,75.9,9412.0,14.0,12.0,72.0,16.0,2.6,12.0
Florida,Okeechobee,South,73.2,12549.0,24.0,16.0,48.0,26.0,3.2,18.0
Florida,Orange,South,78.9,7030.0,15.0,12.0,71.0,18.0,2.8,13.0
Florida,Osceola,South,77.7,7380.0,14.0,14.0,64.0,21.0,3.4,13.0
Florida,Palm Beach,South,80.7,7624.0,15.0,12.0,66.0,18.0,3.0,16.0
Florida,Pasco,South,76.2,9901.0,12.0,13.0,64.0,16.0,3.3,12.0
Florida,Pinellas,South,77.6,9370.0,15.0,13.0,71.0,18.0,2.8,13.0
Florida,Polk,South,76.1,9798.0,18.0,14.0,56.0,22.0,3.7,15.0
Florida,Putnam,South,70.8,15843.0,28.0,17.0,40.0,25.0,4.0,17.0
Florida,St. Johns,South,81.0,5815.0,6.0,10.0,76.0,11.0,2.7,8.0
Florida,St. Lucie,South,78.2,8816.0,12.0,12.0,60.0,19.0,3.5,14.0
Florida,Santa Rosa,South,76.3,8239.0,9.0,12.0,68.0,16.0,2.8,10.0
Florida,Sarasota,South,80.3,8416.0,13.0,12.0,67.0,14.0,3.0,13.0
Florida,Seminole,South,79.1,7002.0,11.0,11.0,77.0,15.0,2.8,12.0
Florida,Sumter,South,78.4,10415.0,25.0,13.0,42.0,15.0,4.2,11.0
Florida,Suwannee,South,72.9,11924.0,25.0,15.0,43.0,21.0,3.4,16.0
Florida,Taylor,South,72.6,12289.0,25.0,14.0,28.0,22.0,3.4,13.0
Florida,Union,South,67.9,17101.0,21.0,14.0,31.0,23.0,3.0,11.0
Florida,Volusia,South,75.0,11240.0,19.0,13.0,64.0,16.0,3.3,13.0
Florida,Wakulla,South,74.5,8820.0,14.0,10.0,51.0,17.0,2.7,11.0
Florida,Walton,South,76.9,9110.0,14.0,13.0,57.0,16.0,2.8,14.0
Florida,Washington,South,72.6,10978.0,25.0,17.0,44.0,23.0,3.3,17.0
Georgia,Appling,South,71.5,14664.0,34.0,18.0,47.0,22.0,3.4,19.0
Georgia,Atkinson,South,69.1,15714.0,34.0,19.0,37.0,28.0,3.1,21.0
Georgia,Bacon,South,69.5,16179.0,31.0,19.0,52.0,24.0,2.9,17.0
Georgia,Baker,South,71.8,17337.0,39.0,16.0,65.0,24.0,3.8,11.0
Georgia,Baldwin,South,72.7,12279.0,29.0,15.0,57.0,22.0,4.2,15.0
Georgia,Banks,South,73.9,10880.0,17.0,15.0,58.0,23.0,2.2,18.0
Georgia,Barrow,South,74.9,9299.0,16.0,12.0,57.0,18.0,2.8,16.0
Georgia,Bartow,South,73.9,10527.0,13.0,13.0,58.0,19.0,3.1,16.0
Georgia,Ben Hill,South,69.7,15005.0,35.0,18.0,41.0,28.0,4.3,15.0
Georgia,Berrien,South,71.2,14035.0,28.0,19.0,50.0,23.0,3.7,15.0
Georgia,Bibb,South,70.6,14812.0,32.0,17.0,59.0,23.0,4.0,16.0
Georgia,Bleckley,South,72.2,12846.0,27.0,16.0,63.0,20.0,4.2,12.0
Georgia,Brantley,South,71.5,14472.0,26.0,17.0,46.0,22.0,3.5,18.0
Georgia,Brooks,South,73.9,10488.0,36.0,18.0,47.0,27.0,3.4,15.0
Georgia,Bryan,South,74.9,9532.0,9.0,11.0,74.0,15.0,2.6,11.0
Georgia,Bulloch,South,75.3,9168.0,23.0,16.0,66.0,19.0,3.4,14.0
Georgia,Burke,South,73.0,12349.0,31.0,14.0,55.0,23.0,5.5,12.0
Georgia,Butts,South,71.9,12208.0,20.0,14.0,41.0,21.0,2.9,14.0
Georgia,Calhoun,South,73.6,11948.0,40.0,16.0,33.0,31.0,2.8,15.0
Georgia,Camden,South,76.5,8626.0,14.0,15.0,62.0,20.0,3.0,12.0
Georgia,Candler,South,67.8,18173.0,31.0,17.0,50.0,27.0,2.5,20.0
Georgia,Carroll,South,73.0,11392.0,18.0,15.0,56.0,18.0,3.3,14.0
Georgia,Catoosa,South,75.3,9551.0,15.0,14.0,62.0,16.0,2.7,12.0
Georgia,Charlton,South,73.5,11365.0,29.0,16.0,40.0,25.0,3.1,16.0
Georgia,Chatham,South,75.6,10235.0,22.0,13.0,69.0,17.0,2.9,14.0
Georgia,Chattahoochee,South,75.4,9997.0,17.0,17.0,73.0,23.0,4.5,8.0
Georgia,Chattooga,South,70.6,14488.0,29.0,18.0,44.0,24.0,3.7,17.0
Georgia,Cherokee,South,79.4,5753.0,7.0,11.0,72.0,16.0,2.6,13.0
Georgia,Clarke,South,77.3,8073.0,25.0,17.0,76.0,21.0,3.3,15.0
Georgia,Clay,South,72.6,16381.0,39.0,17.0,62.0,23.0,7.8,14.0
Georgia,Clayton,South,73.8,11266.0,27.0,12.0,54.0,25.0,4.1,15.0
Georgia,Clinch,South,69.8,14491.0,28.0,20.0,40.0,28.0,2.8,18.0
Georgia,Cobb,South,79.1,6458.0,12.0,10.0,77.0,13.0,2.8,13.0
Georgia,Coffee,South,71.6,12805.0,30.0,16.0,42.0,24.0,3.6,19.0
Georgia,Colquitt,South,71.6,13173.0,35.0,18.0,44.0,27.0,2.8,20.0
Georgia,Columbia,South,78.4,7070.0,8.0,11.0,75.0,17.0,3.0,10.0
Georgia,Cook,South,71.8,13071.0,29.0,17.0,58.0,25.0,3.2,17.0
Georgia,Coweta,South,76.4,8324.0,12.0,11.0,71.0,16.0,2.9,11.0
Georgia,Crawford,South,71.7,13688.0,25.0,16.0,56.0,20.0,3.2,16.0
Georgia,Crisp,South,70.1,16331.0,40.0,18.0,54.0,23.0,3.7,14.0
Georgia,Dade,South,73.0,11895.0,16.0,13.0,53.0,17.0,2.6,14.0
Georgia,Dawson,South,76.9,8319.0,12.0,13.0,73.0,15.0,2.6,14.0
Georgia,Decatur,South,71.0,14703.0,31.0,17.0,54.0,24.0,3.4,14.0
Georgia,DeKalb,South,78.2,8477.0,18.0,11.0,73.0,18.0,3.3,14.0
Georgia,Dodge,South,71.3,13999.0,30.0,18.0,49.0,21.0,3.8,14.0
Georgia,Dooly,South,73.2,13389.0,32.0,15.0,42.0,24.0,3.8,15.0
Georgia,Dougherty,South,70.3,15702.0,37.0,17.0,59.0,26.0,4.3,16.0
Georgia,Douglas,South,75.6,8876.0,18.0,11.0,66.0,20.0,3.4,14.0
Georgia,Early,South,69.7,16356.0,38.0,15.0,41.0,25.0,3.9,14.0
Georgia,Echols,South,76.8,7911.0,32.0,14.0,36.0,22.0,2.8,19.0
Georgia,Effingham,South,74.9,9467.0,10.0,11.0,65.0,16.0,2.6,11.0
Georgia,Elbert,South,71.1,14106.0,27.0,16.0,51.0,23.0,3.6,18.0
Georgia,Emanuel,South,70.1,13933.0,34.0,18.0,43.0,26.0,4.2,17.0
Georgia,Evans,South,70.7,14703.0,35.0,16.0,40.0,27.0,2.9,18.0
Georgia,Fannin,South,74.1,12245.0,23.0,16.0,55.0,20.0,2.8,18.0
Georgia,Fayette,South,79.5,6478.0,8.0,9.0,79.0,13.0,3.0,10.0
Georgia,Floyd,South,72.6,11716.0,26.0,17.0,56.0,23.0,3.2,16.0
Georgia,Forsyth,South,81.0,4425.0,5.0,9.0,83.0,12.0,2.5,8.0
Georgia,Franklin,South,72.1,12333.0,24.0,17.0,61.0,22.0,3.2,17.0
Georgia,Fulton,South,77.5,8075.0,17.0,12.0,81.0,14.0,3.4,11.0
Georgia,Gilmer,South,75.4,10784.0,21.0,16.0,53.0,17.0,3.1,17.0
Georgia,Glascock,South,71.8,11756.0,20.0,16.0,55.0,20.0,3.4,12.0
Georgia,Glynn,South,74.7,11817.0,22.0,14.0,53.0,17.0,2.8,16.0
Georgia,Gordon,South,73.1,11132.0,17.0,15.0,48.0,24.0,3.0,20.0
Georgia,Grady,South,74.2,11368.0,28.0,16.0,52.0,24.0,3.1,18.0
Georgia,Greene,South,76.1,11079.0,26.0,12.0,57.0,18.0,3.3,14.0
Georgia,Gwinnett,South,79.3,6209.0,15.0,11.0,66.0,17.0,2.9,15.0
Georgia,Habersham,South,74.8,9824.0,17.0,15.0,49.0,22.0,3.1,18.0
Georgia,Hall,South,77.2,8170.0,14.0,14.0,51.0,21.0,2.4,19.0
Georgia,Hancock,South,70.7,15832.0,44.0,17.0,34.0,28.0,5.5,14.0
Georgia,Haralson,South,71.2,12727.0,23.0,15.0,56.0,18.0,3.2,14.0
Georgia,Harris,South,78.8,7326.0,11.0,11.0,69.0,16.0,2.8,9.0
Georgia,Hart,South,74.2,11167.0,21.0,14.0,57.0,19.0,2.9,15.0
Georgia,Heard,South,71.2,14528.0,24.0,18.0,46.0,21.0,3.1,15.0
Georgia,Henry,South,75.3,9126.0,16.0,9.0,66.0,17.0,3.5,10.0
Georgia,Houston,South,75.0,9565.0,18.0,12.0,71.0,17.0,2.9,11.0
Georgia,Irwin,South,71.7,12087.0,30.0,16.0,54.0,23.0,3.9,15.0
Georgia,Jackson,South,75.1,9049.0,10.0,12.0,59.0,19.0,2.1,14.0
Georgia,Jasper,South,73.8,11123.0,21.0,14.0,44.0,21.0,2.9,14.0
Georgia,Jeff Davis,South,70.7,13865.0,28.0,19.0,50.0,27.0,4.3,18.0
Georgia,Jefferson,South,68.8,15667.0,33.0,14.0,39.0,29.0,4.0,19.0
Georgia,Jenkins,South,71.8,12473.0,36.0,19.0,49.0,29.0,5.0,15.0
Georgia,Johnson,South,71.8,13597.0,32.0,17.0,33.0,28.0,2.9,17.0
Georgia,Jones,South,75.6,9119.0,18.0,13.0,57.0,20.0,3.1,12.0
Georgia,Lamar,South,71.9,12813.0,20.0,13.0,62.0,21.0,3.4,13.0
Georgia,Lanier,South,74.6,9926.0,27.0,21.0,61.0,27.0,3.8,14.0
Georgia,Laurens,South,70.8,14998.0,29.0,17.0,53.0,23.0,4.1,14.0
Georgia,Lee,South,75.1,8773.0,14.0,11.0,71.0,17.0,2.8,12.0
Georgia,Liberty,South,72.9,12510.0,22.0,14.0,65.0,22.0,3.3,12.0
Georgia,Lincoln,South,74.7,11825.0,23.0,16.0,43.0,20.0,3.8,20.0
Georgia,Long,South,75.7,10346.0,21.0,16.0,42.0,22.0,3.2,16.0
Georgia,Lowndes,South,73.5,11342.0,23.0,15.0,62.0,22.0,3.5,14.0
Georgia,Lumpkin,South,75.3,9956.0,18.0,13.0,58.0,18.0,2.7,16.0
Georgia,McDuffie,South,71.9,13503.0,30.0,14.0,40.0,22.0,4.9,13.0
Georgia,McIntosh,South,74.3,13809.0,32.0,16.0,38.0,22.0,3.0,17.0
Georgia,Macon,South,71.9,12938.0,42.0,17.0,31.0,33.0,4.2,19.0
Georgia,Madison,South,74.2,10545.0,17.0,18.0,47.0,22.0,2.9,18.0
Georgia,Marion,South,73.4,12488.0,40.0,14.0,49.0,25.0,3.6,18.0
Georgia,Meriwether,South,70.8,15063.0,28.0,17.0,37.0,23.0,3.9,17.0
Georgia,Miller,South,67.3,22799.0,31.0,18.0,56.0,25.0,2.7,14.0
Georgia,Mitchell,South,72.4,12435.0,34.0,19.0,50.0,27.0,3.7,14.0
Georgia,Monroe,South,74.5,10716.0,16.0,13.0,61.0,19.0,2.9,12.0
Georgia,Montgomery,South,71.4,13468.0,29.0,15.0,48.0,25.0,3.9,14.0
Georgia,Morgan,South,75.8,9731.0,16.0,12.0,57.0,15.0,2.8,13.0
Georgia,Murray,South,72.5,12065.0,20.0,16.0,54.0,22.0,4.1,18.0
Georgia,Muscogee,South,72.0,13164.0,26.0,16.0,65.0,23.0,4.2,12.0
Georgia,Newton,South,74.1,10380.0,18.0,12.0,63.0,20.0,3.8,13.0
Georgia,Oconee,South,79.8,5599.0,7.0,10.0,85.0,13.0,2.4,7.0
Georgia,Oglethorpe,South,76.0,9362.0,20.0,13.0,52.0,20.0,2.8,16.0
Georgia,Paulding,South,76.9,7728.0,11.0,10.0,65.0,18.0,2.9,11.0
Georgia,Peach,South,71.4,13589.0,25.0,15.0,57.0,21.0,3.8,15.0
Georgia,Pickens,South,75.1,10079.0,16.0,15.0,57.0,16.0,2.7,16.0
Georgia,Pierce,South,71.1,13350.0,22.0,15.0,56.0,20.0,3.1,16.0
Georgia,Pike,South,73.2,11051.0,12.0,11.0,60.0,17.0,2.7,13.0
Georgia,Polk,South,71.0,13661.0,23.0,17.0,42.0,22.0,3.3,15.0
Georgia,Pulaski,South,75.2,10269.0,32.0,15.0,45.0,23.0,3.5,16.0
Georgia,Putnam,South,74.0,12213.0,25.0,15.0,62.0,20.0,3.8,16.0
Georgia,Quitman,South,72.9,,41.0,15.0,39.0,24.0,5.2,17.0
Georgia,Rabun,South,74.3,11891.0,22.0,16.0,55.0,17.0,3.0,20.0
Georgia,Randolph,South,71.3,17238.0,41.0,18.0,64.0,34.0,4.2,16.0
Georgia,Richmond,South,71.4,14036.0,32.0,16.0,61.0,24.0,4.6,12.0
Georgia,Rockdale,South,75.7,9532.0,19.0,10.0,63.0,21.0,3.7,15.0
Georgia,Schley,South,75.4,11471.0,22.0,16.0,58.0,21.0,3.3,12.0
Georgia,Screven,South,70.9,15035.0,32.0,15.0,44.0,24.0,5.2,15.0
Georgia,Seminole,South,72.7,13377.0,34.0,17.0,47.0,23.0,3.8,15.0
Georgia,Spalding,South,71.2,14238.0,28.0,15.0,44.0,23.0,3.6,15.0
Georgia,Stephens,South,71.5,12943.0,22.0,15.0,45.0,21.0,3.6,14.0
Georgia,Stewart,South,71.0,13631.0,37.0,17.0,32.0,30.0,3.3,17.0
Georgia,Sumter,South,72.0,13125.0,45.0,16.0,55.0,25.0,4.5,14.0
Georgia,Talbot,South,73.4,13334.0,45.0,15.0,48.0,26.0,3.3,14.0
Georgia,Tattnall,South,72.5,11557.0,31.0,16.0,39.0,25.0,3.2,16.0
Georgia,Taylor,South,73.4,11728.0,39.0,20.0,44.0,29.0,4.2,16.0
Georgia,Telfair,South,72.7,13517.0,42.0,22.0,33.0,30.0,6.6,16.0
Georgia,Terrell,South,70.3,15870.0,41.0,18.0,47.0,28.0,4.5,16.0
Georgia,Thomas,South,72.8,12173.0,25.0,16.0,65.0,21.0,3.5,13.0
Georgia,Tift,South,72.0,13127.0,27.0,15.0,55.0,23.0,2.9,17.0
Georgia,Toombs,South,70.7,13738.0,33.0,18.0,48.0,22.0,3.8,16.0
Georgia,Towns,South,75.8,10501.0,19.0,17.0,57.0,15.0,4.2,14.0
Georgia,Treutlen,South,70.3,14605.0,33.0,21.0,39.0,28.0,4.3,19.0
Georgia,Troup,South,72.3,12478.0,28.0,15.0,52.0,20.0,2.8,14.0
Georgia,Turner,South,72.0,12707.0,37.0,18.0,45.0,27.0,4.0,15.0
Georgia,Twiggs,South,70.3,15046.0,31.0,14.0,51.0,22.0,4.9,15.0
Georgia,Union,South,77.6,8285.0,19.0,15.0,57.0,18.0,2.8,17.0
Georgia,Upson,South,70.4,13550.0,26.0,17.0,48.0,23.0,3.5,14.0
Georgia,Walker,South,73.3,11809.0,20.0,16.0,54.0,22.0,3.0,14.0
Georgia,Walton,South,74.7,9791.0,14.0,13.0,61.0,20.0,3.0,13.0
Georgia,Ware,South,69.7,15080.0,30.0,17.0,47.0,25.0,3.3,15.0
Georgia,Warren,South,71.1,14606.0,39.0,15.0,52.0,24.0,4.1,15.0
Georgia,Washington,South,71.7,13308.0,30.0,14.0,48.0,24.0,4.2,14.0
Georgia,Wayne,South,70.7,13794.0,27.0,17.0,44.0,24.0,3.3,18.0
Georgia,Webster,South,76.0,,35.0,17.0,56.0,26.0,3.6,20.0
Georgia,Wheeler,South,76.5,8896.0,37.0,17.0,35.0,30.0,5.6,18.0
Georgia,White,South,74.4,11237.0,15.0,15.0,60.0,16.0,2.3,17.0
Georgia,Whitfield,South,75.1,9693.0,22.0,15.0,46.0,24.0,3.9,21.0
Georgia,Wilcox,South,70.6,14319.0,34.0,16.0,37.0,24.0,3.5,14.0
Georgia,Wilkes,South,72.0,13808.0,32.0,15.0,45.0,23.0,3.7,18.0
Georgia,Wilkinson,South,69.9,15270.0,33.0,15.0,54.0,24.0,3.8,15.0
Georgia,Worth,South,72.9,12753.0,31.0,16.0,44.0,22.0,3.2,14.0
Hawaii,Hawaii,West,79.5,7851.0,21.0,14.0,60.0,16.0,3.0,5.0
Hawaii,Honolulu,West,81.7,6042.0,10.0,12.0,72.0,16.0,2.7,4.0
Hawaii,Kauai,West,82.4,5801.0,12.0,12.0,62.0,15.0,2.6,5.0
Hawaii,Maui,West,81.7,6323.0,12.0,12.0,62.0,15.0,4.4,5.0
Idaho,Ada,West,79.7,5738.0,8.0,10.0,76.0,13.0,2.7,7.0
Idaho,Adams,West,79.2,,20.0,15.0,58.0,17.0,6.0,11.0
Idaho,Bannock,West,75.2,9368.0,12.0,12.0,70.0,17.0,3.1,8.0
Idaho,Bear Lake,West,77.9,7192.0,12.0,11.0,58.0,15.0,2.8,9.0
Idaho,Benewah,West,73.9,11075.0,17.0,15.0,51.0,19.0,5.0,14.0
Idaho,Bingham,West,75.1,9872.0,13.0,12.0,57.0,18.0,3.1,11.0
Idaho,Blaine,West,85.3,4707.0,8.0,9.0,56.0,13.0,2.7,15.0
Idaho,Boise,West,79.1,11447.0,16.0,11.0,69.0,15.0,4.2,10.0
Idaho,Bonner,West,78.8,7636.0,14.0,13.0,62.0,16.0,4.3,11.0
Idaho,Bonneville,West,76.9,7923.0,12.0,11.0,67.0,16.0,2.6,9.0
Idaho,Boundary,West,78.1,7307.0,17.0,15.0,52.0,17.0,4.7,14.0
Idaho,Butte,West,74.3,12579.0,21.0,16.0,66.0,20.0,3.9,10.0
Idaho,Canyon,West,77.4,7366.0,12.0,11.0,60.0,19.0,3.4,12.0
Idaho,Caribou,West,76.7,7912.0,12.0,9.0,50.0,15.0,3.1,9.0
Idaho,Cassia,West,76.9,7762.0,13.0,11.0,60.0,18.0,2.6,13.0
Idaho,Clearwater,West,75.9,10737.0,19.0,14.0,53.0,17.0,5.7,9.0
Idaho,Custer,West,78.7,,19.0,14.0,75.0,15.0,3.8,13.0
Idaho,Elmore,West,77.4,7344.0,15.0,13.0,62.0,19.0,3.3,12.0
Idaho,Franklin,West,78.9,6104.0,9.0,11.0,49.0,18.0,2.7,10.0
Idaho,Fremont,West,77.7,6704.0,15.0,12.0,54.0,16.0,2.6,13.0
Idaho,Gem,West,75.9,8929.0,13.0,13.0,49.0,16.0,3.8,11.0
Idaho,Gooding,West,76.4,8157.0,17.0,13.0,47.0,22.0,3.0,18.0
Idaho,Idaho,West,78.4,8111.0,17.0,13.0,54.0,19.0,4.0,11.0
Idaho,Jefferson,West,77.4,7433.0,9.0,9.0,70.0,17.0,2.6,9.0
Idaho,Jerome,West,76.4,8175.0,14.0,12.0,44.0,22.0,3.1,16.0
Idaho,Kootenai,West,78.4,6562.0,11.0,11.0,68.0,14.0,3.6,9.0
Idaho,Latah,West,80.8,5065.0,9.0,12.0,79.0,14.0,2.7,7.0
Idaho,Lemhi,West,75.3,11400.0,17.0,13.0,62.0,17.0,3.8,13.0
Idaho,Lewis,West,73.4,13688.0,16.0,16.0,54.0,19.0,3.4,11.0
Idaho,Lincoln,West,77.5,7321.0,16.0,12.0,47.0,21.0,3.9,14.0
Idaho,Madison,West,79.1,5017.0,12.0,13.0,83.0,20.0,2.2,8.0
Idaho,Minidoka,West,77.0,8413.0,13.0,13.0,48.0,22.0,2.7,14.0
Idaho,Nez Perce,West,75.1,10019.0,13.0,13.0,62.0,16.0,2.8,9.0
Idaho,Oneida,West,78.6,,13.0,12.0,67.0,15.0,3.0,8.0
Idaho,Owyhee,West,75.2,10616.0,16.0,13.0,42.0,20.0,3.9,17.0
Idaho,Payette,West,77.2,7116.0,14.0,12.0,53.0,21.0,3.8,12.0
Idaho,Power,West,77.9,6932.0,15.0,12.0,51.0,20.0,3.8,14.0
Idaho,Shoshone,West,73.6,11528.0,20.0,17.0,47.0,23.0,5.2,11.0
Idaho,Teton,West,83.1,6837.0,10.0,9.0,73.0,14.0,2.3,14.0
Idaho,Twin Falls,West,76.0,8579.0,13.0,12.0,63.0,17.0,3.2,11.0
Idaho,Valley,West,83.0,5635.0,10.0,13.0,75.0,18.0,3.7,11.0
Idaho,Washington,West,75.9,8982.0,17.0,16.0,56.0,19.0,4.0,9.0
Illinois,Adams,Midwest,76.5,8699.0,14.0,13.0,64.0,17.0,3.6,6.0
Illinois,Alexander,Midwest,69.7,16048.0,39.0,17.0,42.0,25.0,6.3,6.0
Illinois,Bond,Midwest,77.0,7670.0,15.0,14.0,61.0,22.0,4.2,6.0
Illinois,Boone,Midwest,78.3,6935.0,16.0,12.0,60.0,19.0,7.0,7.0
Illinois,Brown,Midwest,77.9,5303.0,12.0,12.0,46.0,21.0,2.4,4.0
Illinois,Bureau,Midwest,76.8,8701.0,15.0,13.0,62.0,20.0,5.7,7.0
Illinois,Calhoun,Midwest,74.7,9814.0,14.0,12.0,70.0,15.0,4.2,5.0
Illinois,Carroll,Midwest,76.7,8316.0,17.0,12.0,53.0,17.0,4.4,8.0
Illinois,Cass,Midwest,76.8,7823.0,17.0,13.0,48.0,20.0,4.4,8.0
Illinois,Champaign,Midwest,78.8,7180.0,14.0,13.0,78.0,17.0,4.1,6.0
Illinois,Christian,Midwest,75.8,8451.0,16.0,13.0,51.0,18.0,5.1,6.0
Illinois,Clark,Midwest,74.9,9615.0,16.0,11.0,67.0,15.0,4.6,6.0
Illinois,Clay,Midwest,75.8,8233.0,19.0,15.0,57.0,20.0,5.3,6.0
Illinois,Clinton,Midwest,79.2,5626.0,9.0,10.0,68.0,16.0,3.3,6.0
Illinois,Coles,Midwest,75.3,9241.0,19.0,16.0,67.0,19.0,4.4,7.0
Illinois,Cook,Midwest,77.4,8536.0,17.0,12.0,74.0,18.0,4.4,10.0
Illinois,Crawford,Midwest,76.7,7129.0,17.0,12.0,62.0,18.0,4.0,6.0
Illinois,Cumberland,Midwest,77.1,7352.0,13.0,12.0,66.0,16.0,3.5,5.0
Illinois,DeKalb,Midwest,77.3,7708.0,13.0,13.0,72.0,17.0,4.7,6.0
Illinois,De Witt,Midwest,75.1,9246.0,16.0,12.0,60.0,16.0,4.4,6.0
Illinois,Douglas,Midwest,77.6,6968.0,12.0,11.0,57.0,19.0,3.6,12.0
Illinois,DuPage,Midwest,81.3,4711.0,7.0,9.0,80.0,13.0,3.4,6.0
Illinois,Edgar,Midwest,74.0,11162.0,18.0,13.0,51.0,19.0,3.7,6.0
Illinois,Edwards,Midwest,76.1,9576.0,16.0,14.0,63.0,17.0,4.7,6.0
Illinois,Effingham,Midwest,77.4,6573.0,12.0,12.0,71.0,14.0,3.2,5.0
Illinois,Fayette,Midwest,77.0,7668.0,21.0,14.0,46.0,18.0,4.9,8.0
Illinois,Ford,Midwest,74.3,9101.0,15.0,13.0,62.0,17.0,4.4,7.0
Illinois,Franklin,Midwest,72.5,12271.0,23.0,17.0,62.0,21.0,5.5,8.0
Illinois,Fulton,Midwest,74.9,8637.0,17.0,13.0,56.0,20.0,5.3,6.0
Illinois,Gallatin,Midwest,72.6,12280.0,24.0,17.0,61.0,21.0,5.4,6.0
Illinois,Greene,Midwest,73.6,10190.0,18.0,14.0,56.0,19.0,4.4,7.0
Illinois,Grundy,Midwest,76.5,7576.0,9.0,10.0,69.0,15.0,4.6,5.0
Illinois,Hamilton,Midwest,76.1,8281.0,17.0,14.0,62.0,19.0,3.8,7.0
Illinois,Hancock,Midwest,77.3,7758.0,18.0,14.0,72.0,16.0,4.1,6.0
Illinois,Hardin,Midwest,71.6,12840.0,29.0,16.0,53.0,20.0,5.5,6.0
Illinois,Henderson,Midwest,77.3,8415.0,15.0,12.0,56.0,17.0,4.2,6.0
Illinois,Henry,Midwest,77.4,7545.0,13.0,11.0,65.0,16.0,4.9,6.0
Illinois,Iroquois,Midwest,74.7,9715.0,16.0,13.0,56.0,18.0,4.6,8.0
Illinois,Jackson,Midwest,74.9,10751.0,23.0,16.0,69.0,21.0,4.4,7.0
Illinois,Jasper,Midwest,77.8,6631.0,13.0,12.0,73.0,15.0,4.0,6.0
Illinois,Jefferson,Midwest,74.1,10089.0,21.0,14.0,61.0,19.0,4.7,6.0
